国家,确诊,治愈,死亡,日期,累计确诊,现存确诊,累计治愈,累计死亡
瑞典,37542,4971,4395,2020-06-01,6234920,3193108,2664978,376834
新加坡,35292,19631,23,2020-06-01,6234920,3193108,2664978,376834
阿联酋,34557,17932,264,2020-06-01,6234920,3193108,2664978,376834
南非,34357,17291,705,2020-06-01,6234920,3193108,2664978,376834
葡萄牙,32500,19186,1410,2020-06-01,6234920,3193108,2664978,376834
瑞士,30862,28400,1657,2020-06-01,6234920,3193108,2664978,376834
哥伦比亚,29383,4431,939,2020-06-01,6234920,3193108,2664978,376834
科威特,27762,12899,229,2020-06-01,6234920,3193108,2664978,376834
印度尼西亚,26940,7637,1641,2020-06-01,6234920,3193108,2664978,376834
爱尔兰,24990,21060,1652,2020-06-01,6234920,3193108,2664978,376834
埃及,24985,6037,959,2020-06-01,6234920,3193108,2664978,376834
波兰,23786,11271,1064,2020-06-01,6234920,3193108,2664978,376834
乌克兰,23672,7575,708,2020-06-01,6234920,3193108,2664978,376834
罗马尼亚,19133,12829,1253,2020-06-01,6234920,3193108,2664978,376834
菲律宾,18638,3979,960,2020-06-01,6234920,3193108,2664978,376834
以色列,17106,14826,285,2020-06-01,6234920,3193108,2664978,376834
日本,16949,14406,898,2020-06-01,6234920,3193108,2664978,376834
多米尼加,16908,993,498,2020-06-01,6234920,3193108,2664978,376834
阿根廷,16851,4617,539,2020-06-01,6234920,3193108,2664978,376834
奥地利,16638,14951,668,2020-06-01,6234920,3193108,2664978,376834
阿富汗,15205,1328,257,2020-06-01,6234920,3193108,2664978,376834
巴拿马,12531,455,326,2020-06-01,6234920,3193108,2664978,376834
塞尔维亚,12476,7527,273,2020-06-01,6234920,3193108,2664978,376834
阿曼,12223,2682,50,2020-06-01,6234920,3193108,2664978,376834
巴林,11804,7079,19,2020-06-01,6234920,3193108,2664978,376834
丹麦,11669,9643,574,2020-06-01,6234920,3193108,2664978,376834
韩国,11503,10422,271,2020-06-01,6234920,3193108,2664978,376834
哈萨克斯坦,10858,4214,38,2020-06-01,6234920,3193108,2664978,376834
尼日利亚,10162,3007,287,2020-06-01,6234920,3193108,2664978,376834
亚美尼亚,9492,3402,139,2020-06-01,6234920,3193108,2664978,376834
阿尔及利亚,9394,5748,653,2020-06-01,6234920,3193108,2664978,376834
捷克,9257,6551,320,2020-06-01,6234920,3193108,2664978,376834
玻利维亚,8731,159,300,2020-06-01,6234920,3193108,2664978,376834
挪威,8440,7999,236,2020-06-01,6234920,3193108,2664978,376834
摩尔多瓦,8098,4455,294,2020-06-01,6234920,3193108,2664978,376834
加纳,8070,2947,36,2020-06-01,6234920,3193108,2664978,376834
马来西亚,7857,6404,115,2020-06-01,6234920,3193108,2664978,376834
摩洛哥,7807,5459,205,2020-06-01,6234920,3193108,2664978,376834
澳大利亚,7204,6619,103,2020-06-01,6234920,3193108,2664978,376834
芬兰,6859,4800,320,2020-06-01,6234920,3193108,2664978,376834
伊拉克,6439,3156,205,2020-06-01,6234920,3193108,2664978,376834
阿塞拜疆,5662,3508,68,2020-06-01,6234920,3193108,2664978,376834
喀麦隆,5659,1996,185,2020-06-01,6234920,3193108,2664978,376834
苏丹,5026,1423,286,2020-06-01,6234920,3193108,2664978,376834
洪都拉斯,4886,0,199,2020-06-01,6234920,3193108,2664978,376834
危地马拉,4607,0,90,2020-06-01,6234920,3193108,2664978,376834
卢森堡,4016,3789,110,2020-06-01,6234920,3193108,2664978,376834
匈牙利,3892,2156,527,2020-06-01,6234920,3193108,2664978,376834
塔吉克斯坦,3807,1223,47,2020-06-01,6234920,3193108,2664978,376834
塞内加尔,3739,1858,42,2020-06-01,6234920,3193108,2664978,376834
波多黎各,3718,0,133,2020-06-01,6234920,3193108,2664978,376834
乌兹别克斯坦,3554,2636,14,2020-06-01,6234920,3193108,2664978,376834
吉布提,3354,1504,24,2020-06-01,6234920,3193108,2664978,376834
刚果（金）,3194,454,72,2020-06-01,6234920,3193108,2664978,376834
泰国,3081,2945,57,2020-06-01,6234920,3193108,2664978,376834
希腊,2915,1473,175,2020-06-01,6234920,3193108,2664978,376834
科特迪瓦,2799,1348,33,2020-06-01,6234920,3193108,2664978,376834
加蓬,2613,709,15,2020-06-01,6234920,3193108,2664978,376834
保加利亚,2513,727,140,2020-06-01,6234920,3193108,2664978,376834
波黑,2493,1696,152,2020-06-01,6234920,3193108,2664978,376834
萨尔瓦多,2395,0,44,2020-06-01,6234920,3193108,2664978,376834
克罗地亚,2246,2027,103,2020-06-01,6234920,3193108,2664978,376834
北马其顿,2164,1516,131,2020-06-01,6234920,3193108,2664978,376834
古巴,2025,525,83,2020-06-01,6234920,3193108,2664978,376834
肯尼亚,1962,478,64,2020-06-01,6234920,3193108,2664978,376834
马里,1916,669,76,2020-06-01,6234920,3193108,2664978,376834
索马里,1916,310,73,2020-06-01,6234920,3193108,2664978,376834
爱沙尼亚,1865,1275,67,2020-06-01,6234920,3193108,2664978,376834
冰岛,1806,1755,10,2020-06-01,6234920,3193108,2664978,376834
马尔代夫,1773,453,5,2020-06-01,6234920,3193108,2664978,376834
吉尔吉斯斯坦,1748,980,16,2020-06-01,6234920,3193108,2664978,376834
马约特,1743,0,21,2020-06-01,6234920,3193108,2664978,376834
立陶宛,1670,1049,70,2020-06-01,6234920,3193108,2664978,376834
斯里兰卡,1630,781,10,2020-06-01,6234920,3193108,2664978,376834
海地,1584,0,35,2020-06-01,6234920,3193108,2664978,376834
尼泊尔,1572,220,8,2020-06-01,6234920,3193108,2664978,376834
斯洛伐克,1522,1368,28,2020-06-01,6234920,3193108,2664978,376834
斯洛文尼亚,1509,1335,108,2020-06-01,6234920,3193108,2664978,376834
委内瑞拉,1370,0,14,2020-06-01,6234920,3193108,2664978,376834
几内亚比绍,1256,42,8,2020-06-01,6234920,3193108,2664978,376834
黎巴嫩,1220,712,27,2020-06-01,6234920,3193108,2664978,376834
埃塞俄比亚,1172,209,11,2020-06-01,6234920,3193108,2664978,376834
新西兰,1154,1347,22,2020-06-01,6234920,3193108,2664978,376834
阿尔巴尼亚,1136,714,33,2020-06-01,6234920,3193108,2664978,376834
突尼斯,1076,938,48,2020-06-01,6234920,3193108,2664978,376834
拉脱维亚,1065,464,24,2020-06-01,6234920,3193108,2664978,376834
赞比亚共和国,1057,779,7,2020-06-01,6234920,3193108,2664978,376834
几内亚,1043,165,12,2020-06-01,6234920,3193108,2664978,376834
赤道几内亚,1043,165,12,2020-06-01,6234920,3193108,2664978,376834
哥斯达黎加,1022,0,10,2020-06-01,6234920,3193108,2664978,376834
中非共和国,1011,23,2,2020-06-01,6234920,3193108,2664978,376834
南苏丹,994,6,10,2020-06-01,6234920,3193108,2664978,376834
巴拉圭,964,198,11,2020-06-01,6234920,3193108,2664978,376834
尼日尔,956,734,64,2020-06-01,6234920,3193108,2664978,376834
塞浦路斯,943,504,26,2020-06-01,6234920,3193108,2664978,376834
尼加拉瓜,885,0,35,2020-06-01,6234920,3193108,2664978,376834
布基纳法索,853,655,53,2020-06-01,6234920,3193108,2664978,376834
塞拉利昂,852,205,46,2020-06-01,6234920,3193108,2664978,376834
乌拉圭,816,654,22,2020-06-01,6234920,3193108,2664978,376834
格鲁吉亚,783,573,12,2020-06-01,6234920,3193108,2664978,376834
安道尔,764,472,51,2020-06-01,6234920,3193108,2664978,376834
乍得,759,0,65,2020-06-01,6234920,3193108,2664978,376834
马达加斯加,758,165,6,2020-06-01,6234920,3193108,2664978,376834
约旦,734,457,9,2020-06-01,6234920,3193108,2664978,376834
钻石公主号邮轮,712,574,13,2020-06-01,6234920,3193108,2664978,376834
圣马力诺,687,2,42,2020-06-01,6234920,3193108,2664978,376834
巴勒斯坦,626,346,5,2020-06-01,6234920,3193108,2664978,376834
马耳他,616,367,7,2020-06-01,6234920,3193108,2664978,376834
刚果（布）,611,179,20,2020-06-01,6234920,3193108,2664978,376834
牙买加,575,0,9,2020-06-01,6234920,3193108,2664978,376834
坦桑尼亚,509,167,21,2020-06-01,6234920,3193108,2664978,376834
毛里塔尼亚,483,21,21,2020-06-01,6234920,3193108,2664978,376834
留尼旺,471,0,1,2020-06-01,6234920,3193108,2664978,376834
圣多美和普林西比,458,68,12,2020-06-01,6234920,3193108,2664978,376834
乌干达,446,63,0,2020-06-01,6234920,3193108,2664978,376834
圭亚那,436,27,11,2020-06-01,6234920,3193108,2664978,376834
法属圭亚那,436,0,1,2020-06-01,6234920,3193108,2664978,376834
多哥,428,107,13,2020-06-01,6234920,3193108,2664978,376834
佛得角,421,44,4,2020-06-01,6234920,3193108,2664978,376834
卢旺达,359,178,1,2020-06-01,6234920,3193108,2664978,376834
贝宁,339,62,3,2020-06-01,6234920,3193108,2664978,376834
马恩岛,336,0,24,2020-06-01,6234920,3193108,2664978,376834
毛里求斯,335,322,10,2020-06-01,6234920,3193108,2664978,376834
越南,328,267,0,2020-06-01,6234920,3193108,2664978,376834
黑山,324,315,9,2020-06-01,6234920,3193108,2664978,376834
也门共和国,314,15,78,2020-06-01,6234920,3193108,2664978,376834
泽西岛,308,0,29,2020-06-01,6234920,3193108,2664978,376834
斯威士兰,283,13,2,2020-06-01,6234920,3193108,2664978,376834
利比里亚,280,85,27,2020-06-01,6234920,3193108,2664978,376834
马拉维,279,42,4,2020-06-01,6234920,3193108,2664978,376834
根西岛,252,0,13,2020-06-01,6234920,3193108,2664978,376834
莫桑比克,244,48,2,2020-06-01,6234920,3193108,2664978,376834
缅甸,224,130,6,2020-06-01,6234920,3193108,2664978,376834
马提尼克,200,0,14,2020-06-01,6234920,3193108,2664978,376834
法罗群岛,187,0,0,2020-06-01,6234920,3193108,2664978,376834
蒙古,179,24,0,2020-06-01,6234920,3193108,2664978,376834
津巴布韦,174,28,4,2020-06-01,6234920,3193108,2664978,376834
关岛,166,0,5,2020-06-01,6234920,3193108,2664978,376834
瓜德罗普岛,162,0,14,2020-06-01,6234920,3193108,2664978,376834
直布罗陀,161,0,1,2020-06-01,6234920,3193108,2664978,376834
文莱,141,131,2,2020-06-01,6234920,3193108,2664978,376834
开曼群岛,141,0,2,2020-06-01,6234920,3193108,2664978,376834
百慕大,140,0,9,2020-06-01,6234920,3193108,2664978,376834
利比亚,130,75,5,2020-06-01,6234920,3193108,2664978,376834
柬埔寨,125,122,0,2020-06-01,6234920,3193108,2664978,376834
叙利亚,122,41,4,2020-06-01,6234920,3193108,2664978,376834
特立尼达和多巴哥,116,0,8,2020-06-01,6234920,3193108,2664978,376834
巴哈马,101,0,11,2020-06-01,6234920,3193108,2664978,376834
阿鲁巴,101,0,3,2020-06-01,6234920,3193108,2664978,376834
安哥拉,84,17,4,2020-06-01,6234920,3193108,2664978,376834
不丹,43,0,0,2020-06-01,6234920,3193108,2664978,376834
圣马丁岛,41,0,3,2020-06-01,6234920,3193108,2664978,376834
圣文森特和格林纳丁斯,25,0,0,2020-06-01,6234920,3193108,2664978,376834
纳米比亚,23,3,0,2020-06-01,6234920,3193108,2664978,376834
库拉索岛,20,0,1,2020-06-01,6234920,3193108,2664978,376834
新喀里多尼亚,19,0,0,2020-06-01,6234920,3193108,2664978,376834
格陵兰,13,0,0,2020-06-01,6234920,3193108,2664978,376834
苏里南,12,6,1,2020-06-01,6234920,3193108,2664978,376834
美国,1773020,416461,103853,2020-05-31,5898955,3087659,2445445,365851
巴西,499966,200892,28849,2020-05-31,5898955,3087659,2445445,365851
俄罗斯,405843,171883,4693,2020-05-31,5898955,3087659,2445445,365851
英国,274762,539,38489,2020-05-31,5898955,3087659,2445445,365851
西班牙,239429,150376,27127,2020-05-31,5898955,3087659,2445445,365851
意大利,232664,155633,33340,2020-05-31,5898955,3087659,2445445,365851
德国,181482,165200,8500,2020-05-31,5898955,3087659,2445445,365851
土耳其,163103,126984,4515,2020-05-31,5898955,3087659,2445445,365851
秘鲁,155671,66447,4371,2020-05-31,5898955,3087659,2445445,365851
法国,151496,68268,28771,2020-05-31,5898955,3087659,2445445,365851
伊朗,151466,118848,7797,2020-05-31,5898955,3087659,2445445,365851
智利,94858,40431,997,2020-05-31,5898955,3087659,2445445,365851
加拿大,90516,48560,7092,2020-05-31,5898955,3087659,2445445,365851
墨西哥,87512,61871,9779,2020-05-31,5898955,3087659,2445445,365851
中国,87045,82194,4665,2020-05-31,5898955,3087659,2445445,365851
沙特阿拉伯,85261,62442,503,2020-05-31,5898955,3087659,2445445,365851
巴基斯坦,69496,25271,1483,2020-05-31,5898955,3087659,2445445,365851
比利时,58381,15887,9467,2020-05-31,5898955,3087659,2445445,365851
卡塔尔,56910,30290,38,2020-05-31,5898955,3087659,2445445,365851
孟加拉国,47153,9781,650,2020-05-31,5898955,3087659,2445445,365851
荷兰,46442,291,5956,2020-05-31,5898955,3087659,2445445,365851
白俄罗斯,41658,17964,229,2020-05-31,5898955,3087659,2445445,365851
厄瓜多尔,38571,3850,3334,2020-05-31,5898955,3087659,2445445,365851
瑞典,37113,4971,4395,2020-05-31,5898955,3087659,2445445,365851
新加坡,34884,19631,23,2020-05-31,5898955,3087659,2445445,365851
阿联酋,34557,17932,264,2020-05-31,5898955,3087659,2445445,365851
葡萄牙,32500,19186,1410,2020-05-31,5898955,3087659,2445445,365851
南非,30967,16116,643,2020-05-31,5898955,3087659,2445445,365851
瑞士,30845,28400,1657,2020-05-31,5898955,3087659,2445445,365851
科威特,27043,11386,212,2020-05-31,5898955,3087659,2445445,365851
哥伦比亚,26688,4431,853,2020-05-31,5898955,3087659,2445445,365851
印度,26473,7308,1613,2020-05-31,5898955,3087659,2445445,365851
印度尼西亚,26473,7308,1613,2020-05-31,5898955,3087659,2445445,365851
爱尔兰,24929,21060,1651,2020-05-31,5898955,3087659,2445445,365851
波兰,23571,11016,1061,2020-05-31,5898955,3087659,2445445,365851
埃及,23449,5693,913,2020-05-31,5898955,3087659,2445445,365851
乌克兰,23204,7575,696,2020-05-31,5898955,3087659,2445445,365851
罗马尼亚,18982,12829,1240,2020-05-31,5898955,3087659,2445445,365851
菲律宾,18086,3909,957,2020-05-31,5898955,3087659,2445445,365851
以色列,17024,14812,284,2020-05-31,5898955,3087659,2445445,365851
日本,16877,11415,894,2020-05-31,5898955,3087659,2445445,365851
奥地利,16594,14951,668,2020-05-31,5898955,3087659,2445445,365851
多米尼加,16531,993,488,2020-05-31,5898955,3087659,2445445,365851
阿根廷,16214,4617,528,2020-05-31,5898955,3087659,2445445,365851
阿富汗,14525,1303,249,2020-05-31,5898955,3087659,2445445,365851
塞尔维亚,12476,7527,273,2020-05-31,5898955,3087659,2445445,365851
巴拿马,12131,455,320,2020-05-31,5898955,3087659,2445445,365851
丹麦,11633,9643,571,2020-05-31,5898955,3087659,2445445,365851
韩国,11468,10405,269,2020-05-31,5898955,3087659,2445445,365851
阿曼,11437,2396,47,2020-05-31,5898955,3087659,2445445,365851
巴林,11288,6673,18,2020-05-31,5898955,3087659,2445445,365851
哈萨克斯坦,10382,4214,37,2020-05-31,5898955,3087659,2445445,365851
尼日利亚,9855,2856,273,2020-05-31,5898955,3087659,2445445,365851
亚美尼亚,9282,3386,131,2020-05-31,5898955,3087659,2445445,365851
阿尔及利亚,9267,5547,646,2020-05-31,5898955,3087659,2445445,365851
捷克,9226,6532,319,2020-05-31,5898955,3087659,2445445,365851
挪威,8435,7999,236,2020-05-31,5898955,3087659,2445445,365851
玻利维亚,8387,159,293,2020-05-31,5898955,3087659,2445445,365851
摩尔多瓦,8098,4455,291,2020-05-31,5898955,3087659,2445445,365851
加纳,7881,2841,36,2020-05-31,5898955,3087659,2445445,365851
马来西亚,7819,6353,115,2020-05-31,5898955,3087659,2445445,365851
摩洛哥,7780,5401,204,2020-05-31,5898955,3087659,2445445,365851
澳大利亚,7195,6606,103,2020-05-31,5898955,3087659,2445445,365851
芬兰,6826,4800,316,2020-05-31,5898955,3087659,2445445,365851
伊拉克,6179,3110,195,2020-05-31,5898955,3087659,2445445,365851
阿塞拜疆,5494,3428,63,2020-05-31,5898955,3087659,2445445,365851
喀麦隆,5436,1996,177,2020-05-31,5898955,3087659,2445445,365851
苏丹,4800,1272,262,2020-05-31,5898955,3087659,2445445,365851
洪都拉斯,4752,0,196,2020-05-31,5898955,3087659,2445445,365851
危地马拉,4348,0,80,2020-05-31,5898955,3087659,2445445,365851
卢森堡,4012,3789,110,2020-05-31,5898955,3087659,2445445,365851
匈牙利,3867,2042,524,2020-05-31,5898955,3087659,2445445,365851
塔吉克斯坦,3686,1223,47,2020-05-31,5898955,3087659,2445445,365851
波多黎各,3647,0,132,2020-05-31,5898955,3087659,2445445,365851
塞内加尔,3645,1801,42,2020-05-31,5898955,3087659,2445445,365851
乌兹别克斯坦,3513,2636,14,2020-05-31,5898955,3087659,2445445,365851
吉布提,3194,1286,22,2020-05-31,5898955,3087659,2445445,365851
泰国,3077,2945,57,2020-05-31,5898955,3087659,2445445,365851
刚果（金）,2966,428,69,2020-05-31,5898955,3087659,2445445,365851
希腊,2909,1473,175,2020-05-31,5898955,3087659,2445445,365851
科特迪瓦,2750,1348,32,2020-05-31,5898955,3087659,2445445,365851
加蓬,2613,709,15,2020-05-31,5898955,3087659,2445445,365851
保加利亚,2499,727,139,2020-05-31,5898955,3087659,2445445,365851
波黑,2489,1696,152,2020-05-31,5898955,3087659,2445445,365851
萨尔瓦多,2278,0,42,2020-05-31,5898955,3087659,2445445,365851
克罗地亚,2245,2027,103,2020-05-31,5898955,3087659,2445445,365851
北马其顿,2130,1516,126,2020-05-31,5898955,3087659,2445445,365851
古巴,2005,525,82,2020-05-31,5898955,3087659,2445445,365851
肯尼亚,1962,478,64,2020-05-31,5898955,3087659,2445445,365851
爱沙尼亚,1859,1275,67,2020-05-31,5898955,3087659,2445445,365851
马里,1828,310,72,2020-05-31,5898955,3087659,2445445,365851
索马里,1828,310,72,2020-05-31,5898955,3087659,2445445,365851
冰岛,1805,1755,10,2020-05-31,5898955,3087659,2445445,365851
吉尔吉斯斯坦,1722,980,16,2020-05-31,5898955,3087659,2445445,365851
马约特,1699,0,21,2020-05-31,5898955,3087659,2445445,365851
立陶宛,1662,1049,68,2020-05-31,5898955,3087659,2445445,365851
马尔代夫,1633,230,5,2020-05-31,5898955,3087659,2445445,365851
斯里兰卡,1620,781,10,2020-05-31,5898955,3087659,2445445,365851
尼泊尔,1567,220,8,2020-05-31,5898955,3087659,2445445,365851
斯洛伐克,1520,1301,28,2020-05-31,5898955,3087659,2445445,365851
斯洛文尼亚,1509,1335,108,2020-05-31,5898955,3087659,2445445,365851
海地,1443,0,35,2020-05-31,5898955,3087659,2445445,365851
委内瑞拉,1327,0,11,2020-05-31,5898955,3087659,2445445,365851
几内亚比绍,1256,42,8,2020-05-31,5898955,3087659,2445445,365851
黎巴嫩,1172,692,26,2020-05-31,5898955,3087659,2445445,365851
新西兰,1154,1347,22,2020-05-31,5898955,3087659,2445445,365851
阿尔巴尼亚,1122,714,33,2020-05-31,5898955,3087659,2445445,365851
突尼斯,1071,938,48,2020-05-31,5898955,3087659,2445445,365851
拉脱维亚,1064,464,24,2020-05-31,5898955,3087659,2445445,365851
埃塞俄比亚,1063,208,8,2020-05-31,5898955,3087659,2445445,365851
赞比亚共和国,1057,779,7,2020-05-31,5898955,3087659,2445445,365851
几内亚,1043,165,12,2020-05-31,5898955,3087659,2445445,365851
赤道几内亚,1043,165,12,2020-05-31,5898955,3087659,2445445,365851
哥斯达黎加,1000,0,10,2020-05-31,5898955,3087659,2445445,365851
南苏丹,994,6,10,2020-05-31,5898955,3087659,2445445,365851
尼日尔,955,734,64,2020-05-31,5898955,3087659,2445445,365851
塞浦路斯,941,504,26,2020-05-31,5898955,3087659,2445445,365851
巴拉圭,917,198,11,2020-05-31,5898955,3087659,2445445,365851
尼加拉瓜,885,0,35,2020-05-31,5898955,3087659,2445445,365851
中非共和国,874,23,1,2020-05-31,5898955,3087659,2445445,365851
布基纳法索,847,655,53,2020-05-31,5898955,3087659,2445445,365851
塞拉利昂,829,205,45,2020-05-31,5898955,3087659,2445445,365851
乌拉圭,811,654,22,2020-05-31,5898955,3087659,2445445,365851
安道尔,764,472,51,2020-05-31,5898955,3087659,2445445,365851
乍得,759,0,65,2020-05-31,5898955,3087659,2445445,365851
马达加斯加,758,165,6,2020-05-31,5898955,3087659,2445445,365851
格鲁吉亚,757,573,12,2020-05-31,5898955,3087659,2445445,365851
约旦,730,457,9,2020-05-31,5898955,3087659,2445445,365851
钻石公主号邮轮,712,574,13,2020-05-31,5898955,3087659,2445445,365851
圣马力诺,687,2,42,2020-05-31,5898955,3087659,2445445,365851
巴勒斯坦,625,346,5,2020-05-31,5898955,3087659,2445445,365851
马耳他,616,367,7,2020-05-31,5898955,3087659,2445445,365851
